customer_id_legacy,transaction_id,purchase_amount,purchase_date,product_category,customer_rating
-1,0,387.9734421342051,0.0,category_Sports,2.1895816302076745
-1,1,330.06829780548844,0.0,category_Electronics,4.133235025832161
-1,2,440.995824806158,0.0,category_Electronics,1.8619603045918265
-1,3,240.38598990660432,0.0,category_Clothing,2.8714586783073393
-1,4,62.5215415765446,0.0,category_Clothing,1.2499747727709667
-1,5,387.8265045848321,0.0,category_Groceries,1.059098217671227
-1,6,104.16752216391457,0.0,category_Sports,4.600008269146081
-1,7,429.71280695958745,0.0,category_Clothing,4.09899389159671
-1,8,234.01764153304964,0.0,category_Electronics,3.6707707708692854
-1,9,117.97597044509233,0.0,category_Sports,2.5934777416355392
-1,10,383.85804316961145,0.0,category_Sports,1.6700940767815247
-1,11,256.1597205801851,0.0,category_Electronics,1.738943530888411
-1,12,285.7819569316373,0.0,category_Clothing,1.8646237299452082
-1,13,112.62780993165097,0.0,category_Electronics,3.1151901198720076
-1,14,143.2949699094632,0.0,category_Sports,3.8199366264606116
-1,15,452.493138382362,0.0,category_Books,3.682643295814892
-1,16,296.8856999853986,0.0,category_Books,1.9936127152415977
-1,17,444.4643859342398,0.0,category_Groceries,4.879902537812488
-1,18,267.6332464007158,0.0,category_Electronics,4.012439897331791
-1,19,279.73869674115355,0.0,category_Electronics,3.000146353410284
-1,20,212.38282278784553,0.0,category_Groceries,3.3714766174716995
-1,21,217.14637467541974,0.0,category_Groceries,2.8886873820300663
-1,22,75.91311316189268,0.0,category_Groceries,2.2201595341283342
-1,23,85.02882838203392,0.0,category_Sports,2.2926731600199712
-1,24,57.05383926143311,0.0,category_Electronics,4.136810273492583
-1,25,212.42115304417794,0.0,category_Sports,1.2495586806434547
-1,26,378.3137176769687,0.0,category_Groceries,1.7614170324073135
-1,27,243.21534443098105,0.0,category_Electronics,1.3221823090515594
-1,28,304.26903556659835,0.0,category_Sports,1.36687318969893
-1,29,110.51878141400492,0.0,category_Sports,4.352309161317646
-1,30,328.71665464939707,0.0,category_Groceries,3.7328370725084667
-1,31,101.07801176077466,0.0,category_Electronics,2.8976617985596897
-1,32,224.0827693424234,0.0,category_Groceries,1.4966044901040916
-1,33,93.47438914833242,0.0,category_Electronics,3.017287980187816
-1,34,108.39292417693252,0.0,category_Books,2.76130061842767
-1,35,494.8150979494519,0.0,category_Clothing,1.5499649246123761
-1,36,192.01329835667576,0.0,category_Clothing,2.782883206858781
-1,37,343.52209403065194,0.0,category_Clothing,2.6279043801631956
-1,38,87.02170102544466,0.0,category_Groceries,2.94621065386248
-1,39,162.05095475045377,0.0,category_Books,3.4248566692510187
-1,40,76.46225338311429,0.0,category_Electronics,1.246962105801052
-1,41,397.6138355685246,0.0,category_Sports,2.967349990664973
-1,42,349.4514566200137,0.0,category_Electronics,2.8320959915174515
-1,43,494.4019966344742,0.0,category_Sports,2.851105679319961
-1,44,393.9790904249513,0.0,category_Electronics,4.545803311123371
-1,45,186.69257313935225,0.0,category_Books,3.5800173068482453
-1,46,391.89960768083614,0.0,category_Sports,1.7086973573569808
-1,47,243.5624070070228,0.0,category_Groceries,1.2597438263899312
-1,48,236.19939154155088,0.0,category_Electronics,3.5937229204977235
-1,49,284.4096143000232,0.0,category_Electronics,1.260819934897078
-1,50,418.94141258865886,0.0,category_Sports,3.198084835324881
-1,51,435.3303872038991,0.0,category_Groceries,4.891376060570079
-1,52,361.91707663236036,0.0,category_Groceries,3.249863107239563
-1,53,509.15522541948013,0.0,category_Books,2.3304599688762986
-1,54,159.80358280840412,0.0,category_Groceries,3.636155976832817
-1,55,175.78356265667472,0.0,category_Groceries,2.87274975461155
-1,56,285.38347054130384,0.0,category_Groceries,3.359065385828703
-1,57,288.97566785517733,0.0,category_Clothing,4.799078411111252
-1,58,399.3014852539222,0.0,category_Books,2.321423101714178
-1,59,252.34184916338188,0.0,category_Electronics,4.6608150174834595
-1,60,464.4087184826859,0.0,category_Sports,4.607601870793757
-1,61,170.06698354460912,0.0,category_Electronics,1.7128333745485782
-1,62,355.6823272527406,0.0,category_Books,1.3451532029570121
-1,63,220.6372393889698,0.0,category_Sports,1.3945292584950668
-1,64,259.1129086741951,0.0,category_Books,1.1634646498808814
-1,65,363.1284555309133,0.0,category_Groceries,1.3118356371935989
-1,66,305.80991430561767,0.0,category_Sports,3.581421096947922
-1,67,241.4994207900566,0.0,category_Groceries,1.275217851360901
-1,68,207.00700598587787,0.0,category_Electronics,2.330970733545499
-1,69,377.8990264181617,0.0,category_Electronics,3.1527327671458325
-1,70,413.2597600490224,0.0,category_Sports,1.1610481088232731
-1,71,207.06503329167703,0.0,category_Sports,4.208291431459367
-1,72,154.25328243925188,0.0,category_Books,2.1290170995072613
-1,73,295.64357776040987,0.0,category_Books,1.295783885347939
-1,74,225.75566821345197,0.0,category_Groceries,3.5027193220331645
-1,75,171.76243578716867,0.0,category_Sports,3.4228791448348916
-1,76,366.13799470661087,0.0,category_Electronics,4.215244674029727
-1,77,483.250357157589,0.0,category_Books,3.7495842720621106
-1,78,91.94354068422767,0.0,category_Books,4.1950922041109315
-1,79,317.55776658993784,0.0,category_Electronics,1.944990286302684
-1,80,335.77811605057144,0.0,category_Books,2.852640566094522
-1,81,434.34427976366317,0.0,category_Groceries,4.020823288909218
-1,82,424.18896695976684,0.0,category_Sports,4.195205062140539
-1,83,150.51631783662128,0.0,category_Electronics,5.02515991827713
-1,84,156.69261875647464,0.0,category_Sports,2.8501759288555
-1,85,157.43439390113065,0.0,category_Books,2.6858177162316044
-1,86,483.64642271164513,0.0,category_Books,4.059903210727431
-1,87,128.08653815560842,0.0,category_Electronics,2.4545599141576977
-1,88,221.30305176040568,0.0,category_Groceries,3.2062201434914863
-1,89,154.65606960676638,0.0,category_Clothing,4.426190606664081
-1,90,53.95910091327654,0.0,category_Electronics,2.6596431993807155
-1,91,187.28844809928262,0.0,category_Clothing,3.9721710456622854
-1,92,285.6959294003479,0.0,category_Clothing,3.934397312598325
-1,93,119.50377114094177,0.0,category_Groceries,1.234167100343807
-1,94,376.6559501792877,0.0,category_Clothing,4.461820325738114
-1,95,260.98942708018376,0.0,category_Clothing,2.9305790535601153
-1,96,271.98259358980204,0.0,category_Groceries,4.350737048864532
-1,97,419.3562588024526,0.0,category_Clothing,3.13269422720176
-1,98,455.33852446742543,0.0,category_Clothing,4.787450327238779
-1,99,167.1786554269329,0.0,category_Clothing,2.4112141171548527
-1,100,189.0115812250605,0.0,category_Electronics,3.022148004621932
-1,101,100.81179940084508,0.0,category_Electronics,4.510656756852664
-1,102,225.80776335210427,0.0,category_Electronics,1.26648090014825
-1,103,267.82282077598614,0.0,category_Groceries,2.2776225601201627
-1,104,222.65641756609762,0.0,category_Books,4.594057104174037
-1,105,238.5912681593244,0.0,category_Clothing,4.6584658873588785
-1,106,443.65509625068984,0.0,category_Clothing,3.202146783022469
-1,107,291.7155099401985,0.0,category_Groceries,3.344299253858307
-1,108,354.27001404058456,0.0,category_Clothing,2.573010371389996
-1,109,490.07739224975853,0.0,category_Electronics,2.756168217222744
-1,110,247.80856441891393,0.0,category_Books,2.220418046233402
-1,111,219.05659095727583,0.0,category_Sports,3.6430518913981675
-1,112,186.82069705330443,0.0,category_Clothing,4.019655989774183
-1,113,453.4890683506446,0.0,category_Electronics,4.256624140446206
-1,114,304.1571661138002,0.0,category_Sports,4.191705617484458
-1,115,338.6102995341953,0.0,category_Books,1.3133594299407334
-1,116,328.5801568239151,0.0,category_Sports,2.998932492687388
-1,117,401.63886776546053,0.0,category_Electronics,1.1715292383741498
-1,118,410.1254467784831,0.0,category_Sports,3.2611108783726777
-1,119,136.83573045077458,0.0,category_Groceries,2.7940317645977593
-1,120,244.9201519423638,0.0,category_Sports,4.459756258714398
-1,121,460.40933824299674,0.0,category_Clothing,2.341442819269189
-1,122,296.81189379039034,0.0,category_Clothing,1.5024255607201906
-1,123,193.77850164664437,0.0,category_Groceries,1.6359856653227134
-1,124,136.86668394798824,0.0,category_Electronics,4.057907765456774
-1,125,267.5006621826804,0.0,category_Clothing,3.4877341869477636
-1,126,181.1826151419366,0.0,category_Books,1.4519467463705569
-1,127,253.83512818885666,0.0,category_Clothing,1.324073620571115
-1,128,391.3515651730122,0.0,category_Clothing,3.8380515379595423
-1,129,416.35839462428396,0.0,category_Electronics,1.455287342455466
-1,130,305.32935727272235,0.0,category_Sports,4.3195842473245625
-1,131,195.7293473714507,0.0,category_Clothing,3.8153122515302007
-1,132,333.3736358336961,0.0,category_Groceries,1.3402307630991668
-1,133,493.80698897794457,0.0,category_Sports,1.3227201915841498
-1,134,466.6454021296539,0.0,category_Books,4.80849498861798
-1,135,442.2132434272741,0.0,category_Electronics,2.443283108003517
-1,136,392.834397376085,0.0,category_Books,2.653336245773827
-1,137,188.62005745635432,0.0,category_Sports,4.257919511927294
-1,138,198.91872799685427,0.0,category_Sports,4.8852931618270485
-1,139,402.25837720648997,0.0,category_Sports,4.96895796356968
-1,140,247.03012938050114,0.0,category_Books,4.047200743081419
-1,141,356.7593779942032,0.0,category_Sports,2.647064062604333
-1,142,476.79663943862334,0.0,category_Books,3.134943655254891
-1,143,470.2691283386601,0.0,category_Sports,3.946863719794229
-1,144,189.8386938768788,0.0,category_Groceries,3.019235379769454
-1,145,84.8470010950185,0.0,category_Sports,2.717655076124122
-1,146,389.4395058434041,0.0,category_Books,4.464741853440276
-1,147,419.4528270096226,0.0,category_Clothing,1.4893687130008504
-1,148,180.02606859685392,0.0,category_Sports,2.9920045663664934
-1,149,327.3320825655282,0.0,category_Clothing,1.0255695279137838
-1,150,468.09730682660256,0.0,category_Books,2.339710656543885
-1,151,395.9724602207298,0.0,category_Books,2.045847165567462
-1,152,222.7212673681649,0.0,category_Groceries,1.4562694382438455
-1,153,283.19312005012614,0.0,category_Electronics,1.3353933926947867
-1,154,386.8510575883369,0.0,category_Sports,2.0479028265843295
-1,155,493.2377059447487,0.0,category_Books,2.3340463172872727
-1,156,223.58673362825857,0.0,category_Electronics,1.3214848440436218
-1,157,290.35236172939153,0.0,category_Clothing,1.3765890733765338
-1,158,399.0140853317453,0.0,category_Books,2.29763220143175
-1,159,270.40150572793834,0.0,category_Electronics,2.119544169322778
-1,160,166.07117929098706,0.0,category_Books,1.8179946323337528
-1,161,359.10983868242363,0.0,category_Books,1.3298168653064688
-1,162,400.7266657482317,0.0,category_Sports,1.4823819437753567
-1,163,338.2184413510106,0.0,category_Books,1.3033602582223232
-1,164,245.02032257907965,0.0,category_Books,1.6751581912679274
-1,165,320.25546980403067,0.0,category_Clothing,1.691230909052801
-1,166,385.0337931453503,0.0,category_Groceries,1.4890721916322391
-1,167,416.50876849274687,0.0,category_Clothing,1.4368403559159026
-1,168,333.45551843728396,0.0,category_Books,1.3398105920042234
-1,169,99.62557019342285,0.0,category_Groceries,1.8445001270164185
-1,170,383.67853454746216,0.0,category_Groceries,1.7405990070857154
-1,171,115.449609506623,0.0,category_Electronics,2.4070480661747884
-1,172,267.62587654416626,0.0,category_Clothing,2.2641967601011554
-1,173,271.39385858453403,0.0,category_Clothing,2.1955008798423106
-1,174,88.49590737252647,0.0,category_Groceries,1.9355448835874864
-1,175,208.14302646587024,0.0,category_Electronics,2.1040640340822883
-1,176,201.1244524734773,0.0,category_Groceries,1.4837179665344005
-1,177,446.01565714856434,0.0,category_Electronics,2.36069860549289
-1,178,358.2804524800547,0.0,category_Books,1.3335279388078074
-1,179,385.72617447985124,0.0,category_Groceries,1.0805910898296371
-1,180,387.35629105251223,0.0,category_Sports,2.1116785378753913
-1,181,139.84719901389394,0.0,category_Books,2.3082444766522108
-1,182,391.13236107405504,0.0,category_Sports,1.7050142138603646
-1,183,83.65159234997473,0.0,category_Clothing,1.2441129993102047
-1,184,504.07252266567843,0.0,category_Books,1.996738126587175
-1,185,220.18688405147458,0.0,category_Groceries,1.4140720082719591
-1,186,242.34256782085916,0.0,category_Groceries,1.2688935831221997
-1,187,280.8481908464041,0.0,category_Clothing,1.9780835090736708
-1,188,450.19689965157096,0.0,category_Clothing,2.3986000118077624
-1,189,76.25197283440029,0.0,category_Electronics,1.6196255555488435
-1,190,126.8685257687699,0.0,category_Electronics,2.4499804770988822
-1,191,391.3064183430974,0.0,category_Sports,1.7813523231125772
-1,192,222.08266489173837,0.0,category_Electronics,1.2617719460236976
-1,193,399.85307227833016,0.0,category_Books,2.050065490654065
-1,194,334.5916821724558,0.0,category_Books,1.1074047835640033
-1,195,247.63687703300596,0.0,category_Books,2.1815745391480985
-1,139,395.86392917071004,0.0,category_Sports,4.609340412324162
-1,113,446.2802382884831,0.0,category_Electronics,3.9485602040670518
-1,16,292.1662950240738,0.0,category_Books,1.8493293206056596
-1,75,169.0320365403775,0.0,category_Sports,3.175155693499718
-1,154,380.70153000729835,0.0,category_Sports,1.8996903029356167
-1,185,216.68671185368166,0.0,category_Groceries,1.3117316148478473
-1,69,371.89180363765934,0.0,category_Electronics,2.924560573747362
-1,55,172.98924208898802,0.0,category_Groceries,2.664840724253724
-1,18,263.37884926760654,0.0,category_Electronics,3.7220482657306913
-1,169,98.04188525922501,0.0,category_Groceries,1.7110084324171007
-1,156,220.0325161633436,0.0,category_Electronics,1.2258452457400713
-1,15,445.30013999155983,0.0,category_Books,3.4161199776743065
-1,161,353.40129578385444,0.0,category_Books,1.2335742550423747
-1,60,457.0263056207748,0.0,category_Sports,4.2741366827126015
-1,115,333.22762489659584,0.0,category_Books,1.218307890852809
-1,114,299.3221712358032,0.0,category_Sports,3.8883400183480696
-1,145,83.49824176460596,0.0,category_Sports,2.520970686606041
-1,9,116.10058075719877,0.0,category_Sports,2.4057804172680153
-1,73,290.9439180336702,0.0,category_Books,1.202004338165482
-1,187,276.38372406567066,0.0,category_Clothing,1.834924007039731
-1,112,183.8509261125185,0.0,category_Clothing,3.72874210913964
-1,93,117.60409496776359,0.0,category_Groceries,1.1448469342833607
-1,138,195.75664227883235,0.0,category_Sports,4.531730669076433
-1,45,183.72483890371984,0.0,category_Books,3.3209213219869747
-1,85,154.9317585108215,0.0,category_Books,2.4914374865568165
-1,67,237.66045662071562,0.0,category_Groceries,1.182926726265222
-1,128,385.1304958578159,0.0,category_Clothing,3.560280885489874
-1,173,267.0796813683868,0.0,category_Clothing,2.036606267339075
-1,30,323.491253052423,0.0,category_Groceries,3.4626810886873414
-1,68,203.71634600755357,0.0,category_Electronics,2.1622717843154278
-1,82,417.44590215298217,0.0,category_Sports,3.8915861982900664
-1,119,134.66053903802666,0.0,category_Groceries,2.5918197779692775
-1,183,82.32183567938195,0.0,category_Clothing,1.1540730203921221
-1,24,56.146890317491795,0.0,category_Electronics,3.837417605768751
-1,137,185.62168321667664,0.0,category_Sports,3.94976182584782
-1,95,256.8406425578032,0.0,category_Clothing,2.7184847531656744
-1,56,280.84690927607966,0.0,category_Groceries,3.115960316842067
-1,19,275.2918668893295,0.0,category_Electronics,2.7830172706324343
-1,122,292.09366207965627,0.0,category_Clothing,1.3936907706422481
