customer_id_legacy,transaction_id,purchase_amount,purchase_date,product_category,customer_rating
151,1001,5.972824308314898,2024-01-01,Sports,2.3
192,1002,5.881770624596641,2024-01-02,Electronics,4.2
114,1003,6.096972680447495,2024-01-03,Electronics,2.1
171,1004,5.489352396496917,2024-01-04,Clothing,2.8
160,1005,4.095517671356142,2024-01-05,Clothing,1.3
120,1006,5.924189263955529,2024-01-06,Groceries,1.1
182,1007,4.5072712009032765,2024-01-07,Sports,4.9
186,1008,6.099549632850341,2024-01-08,Clothing,4.3
174,1009,5.421790232366868,2024-01-09,Electronics,3.8
174,1010,4.767177259658165,2024-01-10,Sports,2.6
187,1011,6.010935995736949,2024-01-11,Sports,1.7
199,1012,5.610211918233379,2024-01-12,Electronics,1.6
123,1013,5.650611001251424,2024-01-13,Clothing,2.0
102,1014,4.706246750504271,2024-01-14,Electronics,3.2
121,1015,4.972540315454849,2024-01-15,Sports,3.9
152,1016,6.037750358795601,2024-01-16,Books,3.6
101,1017,5.617295735531855,2024-01-17,Books,2.1
187,1018,6.206680912321549,2024-01-18,Groceries,4.8
129,1019,5.60474806950944,2024-01-19,Electronics,4.0
137,1020,5.660187681386717,2024-01-20,Electronics,3.2
101,1021,5.2983659253379,2024-01-21,Groceries,3.4
163,1022,5.398613876469914,2024-01-22,Groceries,2.7
159,1023,4.3904212954834225,2024-01-23,Groceries,2.0
120,1024,4.405500591976221,2024-01-24,Sports,2.4
132,1025,4.194996001265177,2024-01-25,Electronics,4.0
175,1026,5.257905622707147,2024-01-26,Sports,1.1
157,1027,5.9661822268558184,2024-01-27,Groceries,1.5
121,1028,5.430988102501756,2024-01-28,Electronics,1.2
188,1029,5.664218127077192,2024-01-29,Sports,1.2
148,1030,5.046853850966293,2024-01-30,Sports,4.4
190,1031,5.843011613169895,2024-01-31,Groceries,3.8
158,1032,4.727715416802079,2024-02-01,Electronics,2.9
141,1033,5.430718372751343,2024-02-02,Groceries,1.4
191,1034,4.485384377942932,2024-02-03,Electronics,3.0
159,1035,4.663730198812161,2024-02-04,Books,2.9
179,1036,6.1413920841334875,2024-02-05,Clothing,1.7
114,1037,5.160360283806283,2024-02-06,Clothing,2.7
161,1038,5.789182324513741,2024-02-07,Clothing,2.6
